i,refi,refq
34060,0.882381,-0.470535
34061,0.429109,0.903253
34062,-0.922181,0.386759
34063,-0.343578,-0.939124
34064,0.954047,-0.299656
34065,0.255091,0.966917
34066,-0.977707,0.209976
34067,-0.164409,-0.986392
34068,0.992955,-0.118489
34069,0.072313,0.997382
34070,-0.999662,0.025983
34071,0.020404,-0.999792
34072,0.997770,0.066747
34073,-0.112947,0.993601
34074,-0.987294,-0.158903
34075,0.204517,-0.978863
34076,0.968325,0.249691
34077,-0.294328,0.955704
34078,-0.941027,-0.338332
34079,0.381608,-0.924324
34080,0.905633,0.424062
34081,-0.465604,0.884993
34082,-0.862449,-0.506145
34083,0.545596,-0.838049
34084,0.811845,0.583873
34085,-0.620894,0.783895
34086,-0.754258,-0.656578
34087,0.690850,-0.722998
34088,0.690182,0.723636
34089,-0.754864,0.655881
34090,-0.620169,-0.784468
34091,0.812384,-0.583123
34092,0.544821,0.838552
34093,-0.862916,0.505348
34094,-0.464787,-0.885423
34095,0.906024,-0.423226
34096,0.380754,0.924676
34097,-0.941339,0.337463
34098,-0.293445,-0.955976
34099,0.968556,-0.248797
34100,0.203613,0.979051
34101,-0.987441,0.157991
34102,-0.112029,-0.993705
34103,0.997831,-0.065825
34104,0.019481,0.999810
34105,-0.999638,-0.026906
34106,0.073235,-0.997315
34107,0.992846,0.119406
34108,-0.165320,0.986240
34109,-0.977512,-0.210879
34110,0.255984,-0.966681
34111,0.953770,0.300538
34112,-0.344445,0.938807
34113,-0.921823,-0.387611
34114,0.429943,-0.902856
34115,0.881946,0.471350
34116,-0.511743,0.859139
34117,-0.834482,-0.551034
34118,0.589140,-0.808031
34119,0.779840,0.625979
34120,-0.661470,0.749972
34121,-0.718490,-0.695538
34122,0.728109,-0.685461
34123,0.650958,0.759114
34124,-0.788485,0.615054
34125,-0.577827,-0.816159
34126,0.842078,-0.539356
34127,0.499725,0.866184
34128,-0.888427,0.459018
34129,-0.417324,-0.908758
34130,0.927133,-0.374732
34131,0.331334,0.943514
34132,-0.957864,0.287222
34133,-0.242493,-0.970153
34134,0.980355,-0.197241
34135,0.151566,0.988447
34136,-0.994413,0.105564
34137,-0.059335,-0.998238
34138,0.999916,-0.012978
34139,-0.033407,0.999442
34140,-0.996817,-0.079719
34141,0.125860,-0.992048
34142,0.985144,0.171731
34143,-0.217232,0.976120
34144,-0.964996,-0.262265
34145,0.306734,-0.951795
34146,0.936547,0.350543
34147,-0.393598,0.919283
34148,-0.900041,-0.435806
34149,0.477076,-0.878862
34150,0.855792,0.517319
34151,-0.556450,0.830881
34152,-0.804182,-0.594383
34153,0.631037,-0.775753
34154,0.745654,0.666333
34155,-0.700196,0.713951
34156,-0.680712,-0.732552
34157,0.763331,-0.646007
34158,0.609913,0.792468
34159,-0.819900,0.572507
34160,-0.533868,-0.845568
34161,0.869416,-0.494081
34162,0.453231,0.891393
34163,-0.911453,0.411405
34164,-0.368695,-0.929551
34165,0.945649,-0.325190
34166,0.280986,0.959712
34167,-0.971710,0.236178
34168,-0.190861,-0.981617
34169,0.989412,-0.145134
34170,0.099094,0.995078
34171,-0.998603,0.052841
34172,-0.006475,-0.999979
34173,0.999203,0.039906
34174,-0.086200,0.996278
34175,-0.991208,-0.132310
34176,0.178134,-0.984006
34177,0.974687,0.223575
34178,-0.268535,0.963270
34179,-0.949780,-0.312918
34180,0.356627,-0.934247
34181,0.916703,0.399568
34182,-0.441650,0.897187
34183,-0.875741,-0.482781
34184,0.522874,-0.852410
34185,0.827245,0.561842
34186,-0.599600,0.800300
34187,-0.771632,-0.636069
34188,0.671169,-0.741305
34189,0.709382,0.704824
34190,-0.736963,0.675933
34191,-0.641029,-0.767516
34192,0.796418,-0.604747
34193,0.567162,0.823606
34194,-0.849022,0.528358
34195,-0.488416,-0.872611
34196,0.894322,-0.447424
34197,0.405469,0.914109
34198,-0.931929,0.362641
34199,-0.319033,-0.947743
34200,0.961519,-0.274739
34201,0.229853,0.973225
34202,-0.982837,0.184473
34203,-0.138696,-0.990335
34204,0.995701,-0.092621
34205,0.046346,0.998925
34206,-1.000000,-0.000029
34207,0.046403,-0.998923
34208,0.995696,0.092678
34209,-0.138753,0.990327
34210,-0.982827,-0.184530
34211,0.229909,-0.973212
34212,0.961503,0.274794
34213,-0.319088,0.947725
34214,-0.931908,-0.362695
34215,0.405522,-0.914086
34216,0.894296,0.447476
34217,-0.488467,0.872583
34218,-0.848991,-0.528407
34219,0.567210,-0.823573
34220,0.796383,0.604792
34221,-0.641074,0.767479
34222,-0.736924,-0.675975
34223,0.709423,-0.704783
34224,0.671126,0.741343
34225,-0.771669,0.636024
34226,-0.599554,-0.800334
34227,0.827277,-0.561794
34228,0.522825,0.852440
34229,-0.875769,0.482731
34230,-0.441598,-0.897213
34231,0.916726,-0.399515
34232,0.356573,0.934268
34233,-0.949798,0.312863
34234,-0.268480,-0.963285
34235,0.974699,-0.223519
34236,0.178077,0.984016
34237,-0.991216,0.132253
34238,-0.086143,-0.996283
34239,0.999206,-0.039848
34240,-0.006532,0.999979
34241,-0.998600,-0.052899
34242,0.099151,-0.995072
34243,0.989404,0.145191
34244,-0.190918,0.981606
34245,-0.971696,-0.236234
34246,0.281042,-0.959696
34247,0.945630,0.325245
34248,-0.368748,0.929529
34249,-0.911429,-0.411458
34250,0.453282,-0.891367
34251,0.869387,0.494131
34252,-0.533917,0.845537
34253,-0.819867,-0.572554
34254,0.609959,-0.792433
34255,0.763294,0.646051
34256,-0.680754,0.732512
34257,-0.700155,-0.713991
34258,0.745692,-0.666290
34259,0.630992,0.775789
34260,-0.804216,0.594337
34261,-0.556402,-0.830913
34262,0.855822,-0.517270
34263,0.477025,0.878890
34264,-0.900066,0.435754
34265,-0.393545,-0.919305
34266,0.936567,-0.350489
34267,0.306679,0.951813
34268,-0.965011,0.262210
34269,-0.217176,-0.976133
34270,0.985154,-0.171674
34271,0.125803,0.992055
34272,-0.996822,0.079662
34273,-0.033349,-0.999444
34274,0.999915,0.013036
34275,-0.059392,0.998235
34276,-0.994406,-0.105621
34277,0.151622,-0.988438
34278,0.980344,0.197298
34279,-0.242548,0.970139
34280,-0.957848,-0.287277
34281,0.331388,-0.943495
34282,0.927112,0.374785
34283,-0.417377,0.908734
34284,-0.888400,-0.459070
34285,0.499775,-0.866155
34286,0.842047,0.539405
34287,-0.577874,0.816126
34288,-0.788449,-0.615100
34289,0.651002,-0.759076
34290,0.728070,0.685503
34291,-0.718530,0.695496
34292,-0.661427,-0.750010
34293,0.779876,-0.625934
34294,0.589094,0.808065
34295,-0.834514,0.550986
34296,-0.511693,-0.859168
34297,0.881973,-0.471299
34298,0.429891,0.902881
34299,-0.921845,0.387558
34300,-0.344391,-0.938826
34301,0.953787,-0.300483
34302,0.255928,0.966696
34303,-0.977524,0.210823
34304,-0.165264,-0.986249
34305,0.989783,-0.142584
34306,0.119829,0.992795
34307,-0.995283,0.097011
34308,-0.074142,-0.997248
34309,0.998687,-0.051234
34310,0.028299,0.999600
34311,-0.999986,0.005350
34312,0.017603,-0.999845
34313,0.999178,0.040547
34314,-0.063469,0.997984
34315,-0.996264,-0.086357
34316,0.109201,-0.994020
34317,0.991252,0.131986
34318,-0.154702,0.987961
34319,-0.984150,-0.177337
34320,0.199878,-0.979821
34321,0.974975,0.222314
34322,-0.244633,0.969616
34323,-0.963746,-0.266823
34324,0.288872,-0.957368
34325,0.950486,0.310769
34326,-0.332502,0.943102
34327,-0.935223,-0.354060
34328,0.375432,-0.926850
34329,0.917989,0.396606
34330,-0.417571,0.908644
34331,-0.898821,-0.438316
34332,0.458830,-0.888524
34333,0.877759,0.479102
34334,-0.499122,0.866532
34335,-0.854848,-0.518879
34336,0.538362,-0.842714
34337,0.830135,0.557562
34338,-0.576468,0.817120
34339,-0.803674,-0.595070
34340,0.613359,-0.789804
34341,0.775518,0.631325
34342,-0.648958,0.760824
34343,-0.745729,-0.666249
34344,0.683190,-0.730241
34345,0.714368,0.699770
34346,-0.715981,0.698119
34347,-0.681502,-0.731816
34348,0.747265,-0.664526
34349,0.647200,0.762320
34350,-0.776973,0.629533
34351,-0.611535,-0.791218
34352,0.805045,-0.593214
34353,0.574581,0.818448
34354,-0.831420,0.555644
34355,-0.536416,-0.843954
34356,0.856043,-0.516904
34357,0.497120,0.867682
34358,-0.878863,0.477075
34359,-0.456778,-0.889581
34360,0.899830,-0.436240
34361,0.415473,0.909606
34362,-0.918902,0.394486
34363,-0.373292,-0.927714
34364,0.936037,-0.351901
34365,0.330325,0.943867
34366,-0.951200,0.308574
34367,-0.286661,-0.958032
34368,0.964359,-0.264597
34369,0.242394,0.970178
34370,-0.975486,0.220063
34371,-0.197616,-0.980280
34372,0.984557,-0.175065
34373,0.152422,0.988316
34374,-0.991554,0.129698
34375,-0.106906,-0.994269
34376,0.996461,-0.084058
34377,0.061165,0.998128
34378,-0.999269,0.038240
34379,-0.015295,-0.999883
34380,0.999971,0.007658
34381,-0.030606,0.999532
34382,-0.998566,-0.053539
34383,0.076444,-0.997074
34384,0.995057,0.099308
34385,-0.122120,0.992515
34386,-0.989451,-0.144868
34387,0.167539,-0.985865
34388,0.981760,0.190123
34389,-0.212606,0.977138
34390,-0.972001,-0.234976
34391,0.257224,-0.966352
34392,0.960194,0.279335
34393,-0.301300,0.953530
34394,-0.946363,-0.323105
34395,0.344741,-0.938698
34396,0.930538,0.366195
34397,-0.387456,0.921888
34398,-0.912753,-0.408512
34399,0.429354,-0.903136
34400,0.893044,0.449969
34401,-0.470348,0.882481
34402,-0.871453,-0.490478
34403,0.510350,-0.859967
34404,0.848027,0.529954
34405,-0.549278,0.835640
34406,-0.822813,-0.568312
34407,0.587047,-0.809553
34408,0.795866,0.605473
34409,-0.623580,0.781759
34410,-0.767241,-0.641359
34411,0.658799,-0.752319
34412,0.737000,0.675893
34413,-0.692630,0.721293
34414,-0.705206,-0.709002
34415,0.725001,-0.688748
34416,0.671926,0.740618
34417,-0.755845,0.654751
34418,-0.637230,-0.770673
34419,0.785096,-0.619374
34420,0.601192,0.799105
34421,-0.812693,0.582693
34422,-0.563887,-0.825852
34423,0.838577,-0.544783
34424,0.525393,0.850860
34425,-0.862694,0.505726
34426,-0.485793,-0.874074
34427,0.884994,-0.465603
34428,0.445168,0.895447
34429,-0.905428,0.424499
34430,-0.403606,-0.914933
34431,0.923955,-0.382501
34432,0.361194,0.932491
34433,-0.940535,0.339696
34434,-0.318020,-0.948084
34435,0.955133,-0.296176
34436,0.274176,0.961679
34437,-0.967719,0.252032
34438,-0.229755,-0.973249
34439,0.978265,-0.207357
34440,0.184849,0.982767
34441,-0.986751,0.162244
34442,-0.139554,-0.990214
34443,0.993157,-0.116790
34444,0.093965,0.995576
34445,-0.997470,0.071090
34446,-0.048178,-0.998839
34447,0.999681,-0.025240
34448,0.002289,0.999997
34449,-0.999786,-0.020663
34450,0.043605,-0.999049
34451,0.997785,0.066523
34452,-0.089406,0.995995
34453,-0.993681,-0.112242
34454,0.135019,-0.990843
34455,0.987483,0.157725
34456,-0.180348,0.983603
34457,-0.979204,-0.202876
34458,0.225297,-0.974290
34459,0.968863,0.247599
34460,-0.269771,0.962925
34461,-0.956479,-0.291801
34462,0.313676,-0.949530
34463,0.942080,0.335387
34464,-0.356921,0.934135
34465,-0.925697,-0.378267
34466,0.399414,-0.916771
34467,0.907362,0.420350
34468,-0.441065,0.897475
34469,-0.887116,-0.461547
34470,0.481786,-0.876289
34471,0.865000,0.501772
34472,-0.521492,0.853256
34473,-0.841062,-0.540939
34474,0.560100,-0.828425
34475,0.815352,0.578966
34476,-0.597527,0.801849
34477,-0.787923,-0.615774
34478,0.633696,-0.773582
34479,0.758834,0.651284
34480,-0.668529,0.743686
34481,-0.728147,-0.685421
34482,0.701953,-0.712223
34483,0.695925,0.718115
34484,-0.733898,0.679259
34485,-0.662236,-0.749295
34486,0.764297,-0.644864
34487,0.627153,0.778896
34488,-0.793085,0.609110
34489,-0.590747,-0.806857
34490,0.820203,-0.572073
34491,0.553097,0.833117
34492,-0.845592,0.533830
34493,-0.514282,-0.857621
34494,0.869199,-0.494462
34495,0.474383,0.880319
34496,-0.890975,0.454053
34497,-0.433484,-0.901161
34498,0.910873,-0.412687
34499,0.391672,0.920105
34500,-0.928852,0.370451
34501,-0.349034,-0.937110
34502,0.944874,-0.327434
34503,0.305662,0.952140
34504,-0.958905,0.283728
34505,-0.261645,-0.965164
34506,0.970915,-0.239424
34507,0.217077,0.976155
34508,-0.980880,0.194615
34509,-0.172051,-0.985088
34510,0.988777,-0.149396
34511,0.126663,0.991946
34512,-0.994592,0.103863
34513,-0.081008,-0.996713
34514,0.998310,-0.058110
34515,0.035182,0.999381
34516,-0.999925,0.012235
34517,0.010718,-0.999943
34518,0.999433,0.033665
34519,-0.056595,0.998397
34520,-0.996835,-0.079495
34521,0.102353,-0.994748
34522,0.992137,0.125157
34523,-0.147896,0.989003
34524,-0.985348,-0.170556
34525,0.193126,-0.981174
34526,0.976483,0.215595
34527,-0.237950,0.971277
34528,-0.965560,-0.260180
34529,0.282273,-0.959334
34530,0.952603,0.304217
34531,-0.326000,0.945370
34532,-0.937638,-0.347612
34533,0.369041,-0.929413
34534,0.920698,0.390275
34535,-0.411304,0.911498
34536,-0.901818,-0.432116
34537,0.452700,-0.891663
34538,0.881038,0.473046
34539,-0.493143,0.869948
34540,-0.858401,-0.512980
34541,0.532546,-0.846401
34542,0.833955,0.551832
34543,-0.570828,0.821070
34544,-0.807752,-0.589522
34545,0.607906,-0.794009
34546,0.779847,0.625970
34547,-0.643704,0.765275
34548,-0.750299,-0.661099
34549,0.678145,-0.734928
34550,0.719170,0.694834
34551,-0.711157,0.703033
34552,-0.686525,-0.727106
34553,0.742671,-0.669656
34554,0.652434,0.757845
34555,-0.772620,0.634869
34556,-0.616969,-0.786988
34557,0.800941,-0.598743
34558,0.580203,0.814472
34559,-0.827574,0.561356
34560,-0.542214,-0.840240
34561,0.864481,-0.502665
34562,0.462034,0.886862
34563,-0.907334,0.420410
34564,-0.377880,-0.925855
34565,0.942382,-0.334537
34566,0.290475,0.956883
34567,-0.969324,0.245787
34568,-0.200571,-0.979679
34569,0.987927,-0.154923
34570,0.108942,0.994048
34571,-0.998031,0.062726
34572,-0.016375,-0.999866
34573,0.999550,0.030011
34574,-0.076332,0.997082
34575,-0.992470,-0.122489
34576,0.168383,-0.985722
34577,0.976853,0.213914
34578,-0.258985,0.965881
34579,-0.952832,-0.303498
34580,0.347359,-0.937732
34581,0.920615,0.390472
34582,-0.432745,0.901516
34583,-0.880478,-0.474087
34584,0.514409,-0.857545
34585,0.832767,0.553623
34586,-0.591647,0.806197
34587,-0.777892,-0.628398
34588,0.663796,-0.747914
34589,0.716326,0.697766
34590,-0.730234,0.683197
34591,-0.648597,-0.761132
34592,0.790391,-0.612602
34593,0.575289,0.817950
34594,-0.843749,0.536738
34595,-0.497032,-0.867732
34596,0.889848,-0.456257
34597,0.414500,0.910049
34598,-0.928293,0.371851
34599,-0.328402,-0.944538
34600,0.958751,-0.284246
34601,0.239478,0.970902
34602,-0.980963,0.194195
34603,-0.148495,-0.988913
34604,0.994736,-0.102475
34605,0.056234,0.998418
34606,-0.999951,0.009872
34607,0.036510,-0.999333
34608,0.996565,0.082815
34609,-0.128941,0.991652
34610,-0.984606,-0.174790
34611,0.220262,-0.975441
34612,0.964177,0.265261
34613,-0.309689,0.950838
34614,-0.935453,-0.353450
34615,0.396451,-0.918056
34616,0.898683,0.438599
34617,-0.479803,0.877376
34618,-0.854182,-0.519975
34619,0.559028,-0.829149
34620,0.802332,0.596878
34621,-0.633443,0.773789
34622,-0.743581,-0.668646
34623,0.702410,-0.711773
34624,0.678433,0.734662
34625,-0.765334,0.643634
34626,-0.607449,-0.794359
34627,0.821674,-0.569958
34628,0.531240,0.847222
34629,-0.870946,0.491379
34630,-0.450460,-0.892797
34631,0.912726,-0.408573
34632,0.365806,0.930691
34633,-0.946654,0.322252
34634,-0.278004,-0.960580
34635,0.972439,-0.233159
34636,0.187812,0.982205
34637,-0.989858,0.142060
34638,-0.096003,-0.995381
34639,0.998762,-0.049740
34640,0.003369,0.999994
34641,-0.999075,-0.043009
34642,0.089294,-0.996005
34643,0.990793,0.135387
34644,-0.181189,0.983448
34645,-0.973988,-0.226601
34646,0.271526,-0.962431
34647,0.948804,0.315866
34648,-0.359526,0.933135
34649,-0.915458,-0.402413
34650,0.444434,-0.895811
34651,0.874237,0.485499
34652,-0.525519,0.850782
34653,-0.825496,-0.564408
34654,0.602083,-0.798433
34655,0.769653,0.638462
34656,-0.673468,0.739217
34657,-0.707190,-0.707024
34658,0.739059,-0.673641
34659,0.638643,0.769503
34660,-0.798292,0.602270
34661,-0.564602,-0.825363
34662,0.850659,-0.525719
34663,0.485704,0.874123
34664,-0.895707,0.444644
34665,-0.402628,-0.915364
34666,0.933051,-0.359745
34667,0.316088,0.948730
34668,-0.962367,0.271751
34669,-0.226830,-0.973934
34670,0.983406,-0.181420
34671,0.135620,0.990761
34672,-0.995984,0.089528
34673,-0.043243,-0.999065
34674,0.999995,0.003135
34675,-0.049505,0.998774
34676,-0.995404,-0.095770
34677,0.141828,-0.989891
34678,0.982249,0.187581
34679,-0.232931,0.972493
34680,-0.960645,-0.277779
34681,0.322030,-0.946730
34682,0.930777,0.365588
34683,-0.408359,0.912822
34684,-0.892902,-0.450251
34685,0.491174,-0.871061
34686,0.847346,0.531041
34687,-0.569765,0.821808
34688,-0.794501,-0.607263
34689,0.643454,-0.765485
34690,0.734821,0.678261
34691,-0.711608,0.702577
34692,-0.668820,-0.743424
34693,0.773641,-0.633625
34694,0.597066,0.802192
34695,-0.829018,0.559222
34696,-0.520175,-0.854060
34697,0.877264,-0.480009
34698,0.438810,0.898580
34699,-0.917963,0.396666
34700,-0.353670,-0.935370
34701,0.950765,-0.309912
34702,0.265487,0.964114
34703,-0.975389,0.220491
34704,-0.175020,-0.984565
34705,0.991622,-0.129173
34706,0.083048,0.996545
34707,-0.999325,0.036745
34708,0.009638,-0.999954
34709,0.998431,0.056000
34710,-0.102241,0.994760
34711,-0.988948,-0.148263
34712,0.193965,-0.981008
34713,0.970958,0.239251
34714,-0.284021,0.958818
34715,-0.944615,-0.328180
34716,0.371633,-0.928380
34717,0.910147,0.414286
34718,-0.456048,0.889955
34719,-0.867848,-0.496829
34720,0.536541,-0.843875
34721,0.818085,0.575098
34722,-0.612417,0.790535
34723,-0.761284,-0.648419
34724,0.683025,-0.730395
34725,0.697934,0.716162
34726,-0.747758,0.663971
34727,-0.628580,-0.777745
34728,0.806058,-0.591836
34729,0.553819,0.832637
34730,-0.857425,0.514610
34731,-0.474293,-0.880367
34732,0.901415,-0.432957
34733,0.390688,0.920523
34734,-0.937651,0.347579
34735,-0.303722,-0.952761
34736,0.965821,-0.259211
34737,0.214143,0.976802
34738,-0.985682,0.168614
34739,-0.122722,-0.992441
34740,0.997065,-0.076566
34741,0.030245,0.999543
34742,-0.999870,-0.016141
34743,0.062492,-0.998045
34744,0.994074,0.108709
34745,-0.154692,0.987963
34746,-0.979726,-0.200341
34747,0.245560,-0.969381
34748,0.956951,0.290251
34749,-0.334316,0.942461
34750,-0.925943,-0.377663
34751,0.420197,-0.907433
34752,0.886970,0.461827
34753,-0.502463,0.864599
34754,-0.840367,-0.542017
34755,0.580406,-0.814327
34756,0.786535,0.617545
34757,-0.653356,0.757051
34758,-0.725937,-0.687761
34759,0.720686,-0.693261
34760,0.659094,0.752061
34761,-0.781817,0.623509
34762,-0.586581,-0.809890
34763,0.836221,-0.548392
34764,0.509023,0.860753
34765,-0.883433,0.468558
34766,-0.427085,-0.904211
34767,0.923045,-0.384693
34768,0.341473,0.939891
34769,-0.954716,0.297519
34770,-0.252924,-0.967486
34771,0.978174,-0.207786
34772,0.162200,0.986758
34773,-0.993218,0.116265
34774,-0.070080,-0.997541
34775,0.999718,-0.023744
34776,-0.022643,0.999744
34777,-0.997618,-0.068982
34778,0.115171,-0.993346
34779,0.986936,0.161113
34780,-0.206709,0.978402
34781,-0.967764,-0.251859
34782,0.296468,-0.955043
34783,0.940267,0.340439
34784,-0.383677,0.923467
34785,-0.904681,-0.426089
34786,0.467585,-0.883948
34787,0.861313,0.508075
34788,-0.547471,0.836825
34789,-0.810535,-0.585690
34790,0.622648,-0.782502
34791,0.752786,0.658266
34792,-0.692468,0.721449
34793,-0.688560,-0.725180
34794,0.756331,-0.654189
34795,0.618411,0.785855
34796,-0.813688,0.581302
34797,-0.542942,-0.839770
34798,0.864045,-0.503414
34799,0.462803,0.886461
34800,-0.906970,0.421195
34801,-0.378682,-0.925527
34802,0.942092,-0.335354
34803,0.291304,0.956631
34804,-0.969110,0.246627
34805,-0.201420,-0.979505
34806,0.987792,-0.155779
34807,0.109803,0.993953
34808,-0.997976,0.063591
34809,-0.017242,-0.999851
34810,0.999575,0.029145
34811,-0.075468,0.997148
34812,-0.992576,-0.121629
34813,0.167529,-0.985867
34814,0.977037,0.213068
34815,-0.258148,0.966105
34816,-0.953094,-0.302673
34817,0.276037,-0.961147
34818,0.968455,0.249187
34819,-0.222144,0.975014
34820,-0.980817,-0.194929
34821,0.167564,-0.985861
34822,0.990142,0.140068
34823,-0.112464,0.993656
34824,-0.996400,-0.084773
34825,0.057017,-0.998373
34826,0.999573,0.029216
34827,-0.001392,0.999999
34828,-0.999651,0.026432
34829,-0.054236,-0.998528
34830,0.996633,-0.081998
34831,0.109697,0.993965
34832,-0.990528,0.137310
34833,-0.164817,-0.986324
34834,0.981356,-0.192197
34835,0.219428,0.975629
34836,-0.969146,0.246489
34837,-0.273359,-0.961912
34838,0.953934,-0.300017
34839,0.326443,0.945217
34840,-0.935768,0.352617
34841,-0.378517,-0.925594
34842,0.914704,-0.404124
34843,0.429418,0.903106
34844,-0.890808,0.454380
34845,-0.478990,-0.877820
34846,0.864153,-0.503229
34847,0.527078,0.849817
34848,-0.834822,0.550520
34849,-0.573535,-0.819181
34850,0.802906,-0.596105
34851,0.618215,0.786009
34852,-0.768504,0.639845
34853,-0.660980,-0.750403
34854,0.731722,-0.681604
34855,0.701699,0.712473
34856,-0.692673,0.721251
34857,-0.740245,-0.672337
34858,0.651480,-0.758666
34859,0.776499,0.630119
34860,-0.608270,0.793730
34861,-0.810348,-0.585949
34862,0.563175,-0.826337
34863,0.841687,0.539965
34864,-0.516337,0.856385
34865,-0.870420,-0.492309
34866,0.467900,-0.883781
34867,0.896458,0.443129
34868,-0.418014,0.908441
34869,-0.919720,-0.392576
34870,0.366834,-0.930287
34871,0.940133,0.340807
34872,-0.314517,0.949252
34873,-0.957635,-0.287983
34874,0.261227,-0.965277
34875,0.972172,0.234268
34876,-0.207127,0.978314
34877,-0.983698,-0.179826
34878,0.152386,-0.988321
34879,0.992178,0.124828
34880,-0.097174,0.995267
34881,-0.997586,-0.069444
34882,0.041660,-0.999132
34883,0.999904,0.013844
34884,0.013983,0.999902
34885,-0.999126,0.041798
34886,-0.069582,-0.997576
34887,0.995254,-0.097312
34888,0.124966,0.992161
34889,-0.988300,0.152523
34890,-0.179963,-0.983673
34891,0.978285,-0.207263
34892,0.234402,0.972140
34893,-0.965241,0.261360
34894,-0.288116,-0.957596
34895,0.949208,-0.314649
34896,0.340938,0.940086
34897,-0.930236,0.366962
34898,-0.392703,-0.919665
34899,0.908383,-0.418140
34900,0.443253,0.896397
34901,-0.883716,0.468023
34902,-0.492430,-0.870352
34903,0.856314,-0.516456
34904,0.540082,0.841612
34905,-0.826259,0.563290
34906,-0.586062,-0.810266
34907,0.793646,-0.608380
34908,0.630226,0.776411
34909,-0.758575,0.651585
34910,-0.672440,-0.740152
34911,0.721155,-0.692773
34912,0.712570,0.701600
34913,-0.681502,0.731816
34914,-0.750495,-0.660876
34915,0.639739,-0.768592
34916,0.786095,0.618106
34917,-0.595994,0.802989
34918,-0.819261,-0.573421
34919,0.550404,-0.834898
34920,0.849890,0.526961
34921,-0.503109,0.864223
34922,-0.877887,-0.478868
34923,0.454257,-0.890871
34924,0.903165,0.429293
34925,-0.403997,0.914760
34926,-0.925647,-0.378389
34927,0.352487,-0.935817
34928,0.945262,0.326312
34929,-0.299885,0.953975
34930,-0.961950,-0.273226
34931,0.246355,-0.969180
34932,0.975659,0.219293
34933,-0.192061,0.981383
34934,-0.986347,-0.164681
34935,0.137173,-0.990547
34936,0.993980,0.109559
34937,-0.081860,0.996644
34938,-0.998536,-0.054098
34939,0.026294,-0.999654
34940,0.999999,-0.001531
34941,0.029354,0.999569
34942,-0.998365,0.057155
34943,-0.084911,-0.996388
34944,0.993640,-0.112602
34945,0.140205,0.990122
34946,-0.985838,0.167700
34947,-0.195065,-0.980790
34948,0.974983,-0.222279
34949,0.249321,0.968421
34950,-0.961109,0.276170
34951,-0.302805,-0.953053
34952,0.944258,-0.329205
34953,0.355351,0.934733
34954,-0.924484,0.381221
34955,-0.406797,-0.913519
34956,0.901846,-0.432057
34957,0.456983,0.889476
34958,-0.876416,0.481554
34959,-0.505753,-0.862678
34960,0.848272,-0.529561
34961,0.552958,0.833209
34962,-0.817501,0.575927
34963,-0.598450,-0.801160
34964,0.784199,-0.620510
34965,0.642089,0.766630
34966,-0.748468,0.663171
34967,-0.683740,-0.729726
34968,0.710419,-0.703779
34969,0.723273,0.690562
34970,-0.670170,0.742208
34971,-0.760567,-0.649260
34972,0.627846,-0.778337
34973,0.795505,0.605947
34974,-0.583578,0.812057
34975,-0.827980,-0.560757
34976,0.537502,-0.843262
34977,0.857891,0.513831
34978,-0.489763,0.871856
34979,-0.885145,-0.465314
34980,0.440506,-0.897750
34981,0.909659,0.415356
34982,-0.389885,0.920863
34983,-0.931355,-0.364112
34984,0.338057,-0.941126
34985,0.950167,0.311741
34986,-0.285182,0.958473
34987,-0.966037,-0.258403
34988,0.231424,-0.972853
34989,0.978915,0.204266
34990,-0.176950,0.984220
34991,-0.988762,-0.149496
34992,0.121927,-0.992539
34993,0.995547,0.094264
34994,-0.066527,0.997785
34995,-0.999249,-0.038739
34996,0.010921,-0.999940
34997,0.999857,-0.016906
34998,0.044719,0.999000
34999,-0.997369,0.072498
35000,-0.100221,-0.994965
35001,0.991791,-0.127866
35002,0.155412,0.987850
35003,-0.983143,0.182838
35004,-0.210122,-0.977675
35005,0.971450,-0.237243
35006,0.264181,0.964473
35007,-0.956749,0.290914
35008,-0.317422,-0.948284
35009,0.939085,-0.343684
35010,0.369680,0.929159
35011,-0.918513,0.395390
35012,-0.420794,-0.907156
35013,0.895097,-0.445872
35014,0.470604,0.882344
35015,-0.868909,0.494972
35016,-0.518957,-0.854800
35017,0.840030,-0.542540
35018,0.565703,0.824609
35019,-0.808550,0.588428
35020,-0.610697,-0.791864
35021,0.774566,-0.632494
35022,0.653800,0.756667
35023,-0.738183,0.674601
35024,-0.694879,-0.719127
35025,0.699514,-0.714619
35026,0.733805,0.679360
35027,-0.658680,0.752424
35028,-0.770459,-0.637489
35029,0.615805,-0.787899
35030,0.804728,0.593644
35031,-0.571024,0.820934
35032,-0.836504,-0.547961
35033,0.524474,-0.851427
35034,0.865690,0.500581
35035,-0.476300,0.879283
35036,-0.892195,-0.451650
35037,0.426651,-0.904416
35038,0.915937,0.401321
35039,-0.375681,0.926749
35040,-0.936843,-0.349750
35041,0.323548,-0.946212
35042,0.954848,0.297095
35043,-0.270412,0.962745
35044,-0.969896,-0.243520
35045,0.216440,-0.976296
35046,0.981940,0.189191
35047,-0.161797,0.986824
35048,-0.990944,-0.134277
35049,0.106653,-0.994296
35050,0.996879,0.078946
35051,-0.051178,0.998690
35052,-0.999727,-0.023371
35053,-0.004455,-0.999990
35054,0.999479,-0.032277
35055,0.060074,0.998194
35056,-0.996136,0.087824
35057,-0.115506,-0.993307
35058,0.989708,-0.143100
